year,rank,title,distributor,rental_usd,rental_display,film_wikipedia_url,source_page_url,source_table,poster_lookup_status,poster_wikipedia_page_title,poster_wikipedia_file,poster_image_url,poster_thumbnail_url,poster_source_page_url,poster_file_page_url,local_poster_path,last_updated,metadata_status,metadata_error,metadata_last_updated,wikipedia_page_title,wikipedia_display_title,wikipedia_url,director,producer,writer,based_on,starring,music_by,cinematography,editing,studio,release_date,runtime,country,language,budget,box_office,imdb_rating,imdb_rating_count,imdb_url,rotten_tomatoes_score,rotten_tomatoes_review_count,rotten_tomatoes_average_rating,rottentomatoes_url,wikipedia_tags
1952,4,The Snows of Kilimanjaro,20th Century-Fox,6500000,"$6,500,000",https://en.wikipedia.org/wiki/The_Snows_of_Kilimanjaro_(1952_film),https://en.wikipedia.org/wiki/List_of_1952_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1952,ok,The Snows of Kilimanjaro (1952 film),The Snows of Kilimanjaro.jpg,https://upload.wikimedia.org/wikipedia/en/1/14/The_Snows_of_Kilimanjaro.jpg,https://upload.wikimedia.org/wikipedia/en/1/14/The_Snows_of_Kilimanjaro.jpg,https://en.wikipedia.org/wiki/The_Snows_of_Kilimanjaro_%281952_film%29,https://en.wikipedia.org/wiki/File:The_Snows_of_Kilimanjaro.jpg,covers/1952_4_the_snows_of_kilimanjaro.jpg,2026-05-12T03:39:16,ok,,2026-05-25T14:59:09,The Snows of Kilimanjaro (1952 film),The Snows of Kilimanjaro (1952 film),https://en.wikipedia.org/wiki/The_Snows_of_Kilimanjaro_(1952_film),Henry King,Darryl F. Zanuck,Casey Robinson,"""The Snows of Kilimanjaro (short story) (The Snows of Kilimanjaro"" story in Esquire (magazine), Esquire, Ernest Hemingway)",Gregory Peck Susan Hayward Ava Gardner Leo G. Carroll Torin Thatcher Ava Norring Helene Stanley Marcel Dalio Vicente Gómez Richard Allan,Bernard Herrmann,Leon Shamroy,Barbara McLean,20th Century-Fox,"Film date, 1952, 9, 17, New York, ref1=, 1952, 10, 23, Los Angeles",114 minutes,United States,English,$2.7–3 million,$6.5–12.5 million,,,https://www.imdb.com/title/tt0045162/,,,,https://www.rottentomatoes.com/m/snows_of_kilimanjaro,1952 films | 1952 romantic drama films | 1950s adventure drama films | 1952 American films | 1952 English-language films | 20th Century Fox films | American adventure drama films | American romantic drama films | Films about writers | Films based on American short stories | Films based on works by Ernest Hemingway | Films directed by Henry King | Films produced by Darryl F. Zanuck | Films scored by Bernard Herrmann | Films set in Kenya | Films set in Paris | Films set in Spain | Films shot in Egypt | Films shot in Kenya | Films shot in Paris | Spanish Civil War films | Articles containing video clips | English-language romantic drama films | English-language adventure drama films
1952,5,Sailor Beware,Paramount Pictures,4300000,"$4,300,000",https://en.wikipedia.org/wiki/Sailor_Beware_(1952_film),https://en.wikipedia.org/wiki/List_of_1952_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1952,ok,Sailor Beware (1952 film),Sailorbeware.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Sailorbeware.jpg/250px-Sailorbeware.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Sailorbeware.jpg/250px-Sailorbeware.jpg,https://en.wikipedia.org/wiki/Sailor_Beware_%281952_film%29,https://en.wikipedia.org/wiki/File:Sailorbeware.jpg,covers/1952_5_sailor_beware.jpg,2026-05-12T03:39:16,ok,,2026-05-25T14:59:10,Sailor Beware (1952 film),Sailor Beware (1952 film),https://en.wikipedia.org/wiki/Sailor_Beware_(1952_film),Hal Walker,Hal B. Wallis,James Allardice Martin Rackin,"Sailor Beware! (play) (Sailor Beware! 1933 play, Kenyon Nicholson Charles Robinson)",Jerry Lewis Dean Martin Marion Marshall Corinne Calvet Leif Erickson,Joseph J. Lilley,Daniel L. Fapp,Warren Low,,1952-02-09,108 minutes,United States,English,,"$4.3 million (US) 854,588 admissions (France)",,,https://www.imdb.com/title/tt0043989/,,,,https://www.rottentomatoes.com/m/sailor_beware,1952 films | Rotten Tomatoes ID same as Wikidata | 1952 comedy films | American comedy films | Military comedy films | American black-and-white films | 1952 English-language films | American films based on plays | Films directed by Hal Walker | Films produced by Hal B. Wallis | Paramount Pictures films | Films about the United States Navy | Films scored by Leigh Harline | 1952 American films | English-language comedy films
1952,6,The African Queen,"United Artists (US), Independent Film Distributors (UK)",4000000,"$4,000,000",https://en.wikipedia.org/wiki/The_African_Queen_(film),https://en.wikipedia.org/wiki/List_of_1952_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1952,ok,The African Queen,The African Queen (1952 US poster).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/The_African_Queen_%281952_US_poster%29.jpg/250px-The_African_Queen_%281952_US_poster%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/The_African_Queen_%281952_US_poster%29.jpg/250px-The_African_Queen_%281952_US_poster%29.jpg,https://en.wikipedia.org/wiki/The_African_Queen_%28film%29,https://en.wikipedia.org/wiki/File:The_African_Queen_%281952_US_poster%29.jpg,covers/1952_6_the_african_queen.jpg,2026-05-12T03:39:16,ok,,2026-05-25T14:50:18,The African Queen,The African Queen,https://en.wikipedia.org/wiki/The_African_Queen_(film),John Huston,Sam Spiegel,James Agee John Huston,"The African Queen (novel) (The African Queen 1935 novel, C. S. Forester)",Humphrey Bogart Katharine Hepburn Robert Morley Peter Bull Theodore Bikel Walter Gotell Peter Swanwick Richard Marner,Allan Gray,Jack Cardiff,Ralph Kemplen,Horizon Pictures Romulus Films,"Film date, 1951, 12, 26, Fox Wilshire Theatre, ref1=",105 minutes,United States United Kingdom,English German Swahili,$1 million,$10.75 million,,,https://www.imdb.com/title/tt0043265/,,,,https://www.rottentomatoes.com/m/african_queen,1951 films | Articles containing German-language text | 1950s adventure drama films | 1950s romance films | American adventure drama films | Articles containing video clips | British adventure drama films | 1951 English-language films | Films based on British novels | Films based on works by C. S. Forester | Films based on romance novels | Films directed by John Huston | Films featuring a Best Actor Academy Award–winning performance | Films produced by Sam Spiegel | Films set in 1914 | Films set in Burundi | Films set in jungles | Films set in Rwanda | Films set in Tanzania | Films set on boats | Films shot in the Democratic Republic of the Congo | Films shot in England | Films shot in Turkey | Films shot in Uganda | Films shot in the United States | 1951 German-language films | Horizon Pictures films | Films with screenplays by John Huston | River adventure films | Swahili-language films | United Artists films | United States National Film Registry films | World War I films set in Africa | World War I naval films | Films with screenplays by James Agee | 1951 drama films | 1951 American films | 1951 British films | British World War I films | English-language romance films | English-language adventure drama films
1952,7,Jumping Jacks,Paramount Pictures,4000000,"$4,000,000",https://en.wikipedia.org/wiki/Jumping_Jacks,https://en.wikipedia.org/wiki/List_of_1952_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1952,ok,Jumping Jacks,Jumpingjacks.jpg,https://upload.wikimedia.org/wikipedia/en/8/83/Jumpingjacks.jpg,https://upload.wikimedia.org/wikipedia/en/8/83/Jumpingjacks.jpg,https://en.wikipedia.org/wiki/Jumping_Jacks,https://en.wikipedia.org/wiki/File:Jumpingjacks.jpg,covers/1952_7_jumping_jacks.jpg,2026-05-12T03:39:16,ok,,2026-05-25T14:50:18,Jumping Jacks,Jumping Jacks,https://en.wikipedia.org/wiki/Jumping_Jacks,Norman Taurog,Hal B. Wallis,Robert Lees Fred Rinaldo Herbert Baker,,Dean Martin Jerry Lewis Mona Freeman Don DeFore Robert Strauss,Joseph J. Lilley,Daniel L. Fapp,Stanley E. Johnson,,1952-06-11,96 min.,United States,English,,"$4 million (US) 586,195 admissions (France)",,,https://www.imdb.com/title/tt0044774/,,,,https://www.rottentomatoes.com/m/jumping_jacks,1952 films | Rotten Tomatoes ID same as Wikidata | 1952 comedy films | American aviation films | American black-and-white films | American buddy comedy films | 1952 English-language films | Films directed by Norman Taurog | Films produced by Hal B. Wallis | Military comedy films | Paramount Pictures films | Films about the United States Army | 1952 American films | Films scored by Joseph J. Lilley | Films about parachuting
1952,8,High Noon,United Artists,3400000,"$3,400,000",https://en.wikipedia.org/wiki/High_Noon,https://en.wikipedia.org/wiki/List_of_1952_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1952,ok,High Noon,High Noon (1952 poster).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/High_Noon_%281952_poster%29.jpg/250px-High_Noon_%281952_poster%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/High_Noon_%281952_poster%29.jpg/250px-High_Noon_%281952_poster%29.jpg,https://en.wikipedia.org/wiki/High_Noon,https://en.wikipedia.org/wiki/File:High_Noon_%281952_poster%29.jpg,covers/1952_8_high_noon.jpg,2026-05-12T03:39:16,ok,,2026-05-25T14:50:18,High Noon,High Noon,https://en.wikipedia.org/wiki/High_Noon,Fred Zinnemann,Stanley Kramer (uncredited),Carl Foreman,"""The Tin Star"" 1947 short story in Collier's (John W. Cunningham)","Gary Cooper Thomas Mitchell (actor), Thomas Mitchell Lloyd Bridges Katy Jurado Grace Kelly Otto Kruger Lon Chaney Jr., Lon Chaney Harry Morgan, Henry Morgan",Dimitri Tiomkin,Floyd Crosby,Elmo Williams,Stanley Kramer Productions,1952-07-24,85 minutes,United States,English,"$730,000",$12 million,,,https://www.imdb.com/title/tt0044706/awards,,,,https://www.rottentomatoes.com/m/1046060-high_noon,Webarchive template wayback links | All accuracy disputes | Accuracy disputes from February 2020 | 1952 films | Articles needing additional references from January 2026 | Rotten Tomatoes ID same as Wikidata | Rotten Tomatoes template using name parameter | 1952 English-language films | 1952 American films | 1952 Western (genre) films | American black-and-white films | American Western (genre) films | Articles containing video clips | English-language Western (genre) films | Films about Quakers | Films about the United States Marshals Service | Films based on American short stories | Films directed by Fred Zinnemann | Films featuring a Best Actor Academy Award–winning performance | Films featuring a Best Drama Actor Golden Globe winning performance | Films featuring a Best Supporting Actress Golden Globe–winning performance | Films produced by Stanley Kramer | Films scored by Dimitri Tiomkin | Films set in 1898 | Films set in New Mexico | Films set in the American frontier | Films shot in California | Films that won the Best Original Score Academy Award | Films that won the Best Original Song Academy Award | Films whose editor won the Best Film Editing Academy Award | Films with screenplays by Carl Foreman | Hollywood blacklist | Revisionist Western (genre) films | United Artists films | United States National Film Registry films
1952,9,Son of Paleface,Paramount Pictures,3400000,"$3,400,000",https://en.wikipedia.org/wiki/Son_of_Paleface,https://en.wikipedia.org/wiki/List_of_1952_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1952,ok,Son of Paleface,Son of Paleface.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Son_of_Paleface.jpg/250px-Son_of_Paleface.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Son_of_Paleface.jpg/250px-Son_of_Paleface.jpg,https://en.wikipedia.org/wiki/Son_of_Paleface,https://en.wikipedia.org/wiki/File:Son_of_Paleface.jpg,covers/1952_9_son_of_paleface.jpg,2026-05-12T03:39:16,ok,,2026-05-25T14:50:18,Son of Paleface,Son of Paleface,https://en.wikipedia.org/wiki/Son_of_Paleface,Frank Tashlin,,Frank Tashlin Joseph Quillan Robert L. Welch,The Paleface,Bob Hope Jane Russell Roy Rogers,Lyn Murray,Harry J. Wild,Eda Warren,Hope Enterprises,1952-07-14 (US),95 minutes,United States,English,,$3.4 million (US),,,https://www.imdb.com/title/tt0045177/,,,,,1952 films | American Western (genre) comedy films | American sequel films | 1952 English-language films | 1950s Western (genre) comedy films | Paramount Pictures films | Films directed by Frank Tashlin | Films scored by Lyn Murray | Films with screenplays by Frank Tashlin | 1952 comedy films | 1952 American films | English-language Western (genre) comedy films
1952,10,Singin' in the Rain,Loew's Inc.,3300000,"$3,300,000",https://en.wikipedia.org/wiki/Singin%27_in_the_Rain,https://en.wikipedia.org/wiki/List_of_1952_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1952,ok,Singin' in the Rain,Singin' in the Rain (1952 poster).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Singin%27_in_the_Rain_%281952_poster%29.jpg/250px-Singin%27_in_the_Rain_%281952_poster%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Singin%27_in_the_Rain_%281952_poster%29.jpg/250px-Singin%27_in_the_Rain_%281952_poster%29.jpg,https://en.wikipedia.org/wiki/Singin%27_in_the_Rain,https://en.wikipedia.org/wiki/File:Singin%27_in_the_Rain_%281952_poster%29.jpg,covers/1952_10_singin_in_the_rain.jpg,2026-05-12T03:39:16,ok,,2026-05-25T14:50:18,Singin' in the Rain,Singin' in the Rain,https://en.wikipedia.org/wiki/Singin%27_in_the_Rain,Plain list Gene Kelly Stanley Donen endplainlist,Arthur Freed,"Betty Comden Adolph Green Infobox, decat=yes, child=yes, label1=Suggested by, data1=""Singin' in the Rain (song) (Singin' in the Rain"")",,Gene Kelly Donald O'Connor Debbie Reynolds Jean Hagen Millard Mitchell Cyd Charisse,Lennie Hayton (musical direction) 'Songs:' Arthur Freed (lyrics) Nacio Herb Brown (music),Harold Rosson,Adrienne Fazan,Metro-Goldwyn-Mayer,1952-03-27 (Radio City Music Hall); 1952-04-11 (United States),103 minutes,United States,English,$2.54 million,$7.2 million,,,https://www.imdb.com/title/tt0045152/awards,,,,http://www.rottentomatoes.com/m/singin_in_the_rain/,"1952 films | Rotten Tomatoes ID same as Wikidata | 1952 musical comedy films | 1952 romantic comedy films | American musical comedy films | American romantic comedy films | American romantic musical films | American satirical films | Films about filmmaking | Films about Hollywood, Los Angeles | Films about actors | Films set in 1927 | Films set in the 1920s | Films set in Los Angeles | Films directed by Stanley Donen | Films directed by Gene Kelly | Films scored by Lennie Hayton | Films with screenplays by Betty Comden and Adolph Green | Films featuring a Best Musical or Comedy Actor Golden Globe winning performance | Metro-Goldwyn-Mayer films | United States National Film Registry films | Backstage musicals | Jukebox musical films | Films produced by Arthur Freed | Films adapted into comics | Films adapted into plays | Articles containing video clips | 1952 English-language films | 1952 American films | 1950s satirical films | English-language romantic comedy films | English-language musical comedy films"
1953,1,The Robe,20th Century Fox,2030000000,"$20–30,000,000",https://en.wikipedia.org/wiki/The_Robe_(film),https://en.wikipedia.org/wiki/List_of_1953_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1953,ok,The Robe (film),The Robe (1953 movie poster).jpg,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/The_Robe_%281953_movie_poster%29.jpg/250px-The_Robe_%281953_movie_poster%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/The_Robe_%281953_movie_poster%29.jpg/250px-The_Robe_%281953_movie_poster%29.jpg,https://en.wikipedia.org/wiki/The_Robe_%28film%29,https://en.wikipedia.org/wiki/File:The_Robe_%281953_movie_poster%29.jpg,covers/1953_1_the_robe.jpg,2026-05-12T03:39:37,ok,,2026-05-25T14:50:18,The Robe (film),The Robe (film),https://en.wikipedia.org/wiki/The_Robe_(film),Henry Koster,Frank Ross,"Gina Kaus (adaptation), Albert Maltz, Philip Dunne (writer), Philip Dunne",The Robe (Lloyd C. Douglas),Richard Burton Jean Simmons Victor Mature Michael Rennie Jay Robinson Dean Jagger Torin Thatcher Richard Boone Betta St. John Jeff Morrow Ernest Thesiger Dawn Addams Leon Askin,Alfred Newman,Leon Shamroy,Barbara McLean,,1953-09-16 (Premiere); 1953-09-17 (New York City opening),135 minutes,United States,English,$4.1 million – $4.6 million,$36 million (United States),,,https://www.imdb.com/title/tt0046247/alternateversions/,,,,https://www.rottentomatoes.com/m/robe,Webarchive template archiveis links | 1953 films | Rotten Tomatoes ID same as Wikidata | 20th Century Fox films | American religious epic films | Best Drama Picture Golden Globe winners | American CinemaScope films | Films about Christianity | Cultural depictions of Tiberius | Cultural depictions of Judas Iscariot | Cultural depictions of Pontius Pilate | Depictions of Caligula on film | Film portrayals of Jesus' death and resurrection | Films based on American novels | Films directed by Henry Koster | Films scored by Alfred Newman | Films set in Rome | Films that won the Best Costume Design Academy Award | Films whose production designer won the Best Production Design Academy Award | Films with screenplays by Philip Dunne | 1953 English-language films | 1953 American films | Cultural depictions of Saint Peter | Films set in 1st-century Roman Empire
1953,2,From Here to Eternity,Columbia Pictures,12500000,"$12,500,000",https://en.wikipedia.org/wiki/From_Here_to_Eternity,https://en.wikipedia.org/wiki/List_of_1953_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1953,ok,From Here to Eternity,From Here to Eternity (1953 poster).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/From_Here_to_Eternity_%281953_poster%29.jpg/250px-From_Here_to_Eternity_%281953_poster%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/From_Here_to_Eternity_%281953_poster%29.jpg/250px-From_Here_to_Eternity_%281953_poster%29.jpg,https://en.wikipedia.org/wiki/From_Here_to_Eternity,https://en.wikipedia.org/wiki/File:From_Here_to_Eternity_%281953_poster%29.jpg,covers/1953_2_from_here_to_eternity.jpg,2026-05-12T03:39:37,ok,,2026-05-25T14:50:18,From Here to Eternity,From Here to Eternity,https://en.wikipedia.org/wiki/From_Here_to_Eternity,Fred Zinnemann,Buddy Adler,Daniel Taradash,"From Here to Eternity (novel) (From Here to Eternity, James Jones (author), James Jones)","Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed, Frank Sinatra","George Duning, Morris Stoloff",Burnett Guffey,William A. Lyon,Columbia Pictures,1953-08-05,118 minutes,United States,English,$1.7–2.5 million,$30.5 million,,,https://www.imdb.com/title/tt0045793/,,,,https://www.rottentomatoes.com/m/1007931-from_here_to_eternity,1953 films | Wikipedia articles needing page number citations from December 2015 | 1953 romantic drama films | 1953 war films | 1953 American films | 1953 English-language films | 1950s war drama films | 1950s war romance films | American black-and-white films | American romantic drama films | American war drama films | American war romance films | American World War II films | Articles containing video clips | Best Picture Academy Award winners | Columbia Pictures films | English-language romantic drama films | English-language war drama films | English-language war romance films | Films about adultery in the United States | Films about American military personnel | Films about the United States Army | Films based on American novels | Films based on military novels | Films directed by Fred Zinnemann | Films featuring a Best Supporting Actor Academy Award–winning performance | Films featuring a Best Supporting Actor Golden Globe winning performance | Films featuring a Best Supporting Actress Academy Award–winning performance | Films scored by George Duning | Films scored by Morris Stoloff | Films shot in Honolulu | Films that won the Best Sound Mixing Academy Award | Films whose cinematographer won the Best Cinematography Academy Award | Films whose director won the Best Directing Academy Award | Films whose director won the Best Director Golden Globe | Films whose editor won the Best Film Editing Academy Award | Films whose writer won the Best Adapted Screenplay Academy Award | Films about the attack on Pearl Harbor | United States National Film Registry films
1953,3,Shane,Paramount Pictures,8000000,"$8,000,000",https://en.wikipedia.org/wiki/Shane_(film),https://en.wikipedia.org/wiki/List_of_1953_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1953,ok,Shane (film),Shane (1953 poster).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Shane_%281953_poster%29.jpg/250px-Shane_%281953_poster%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Shane_%281953_poster%29.jpg/250px-Shane_%281953_poster%29.jpg,https://en.wikipedia.org/wiki/Shane_%28film%29,https://en.wikipedia.org/wiki/File:Shane_%281953_poster%29.jpg,covers/1953_3_shane.jpg,2026-05-12T03:39:37,ok,,2026-05-25T14:50:18,Shane (film),Shane (film),https://en.wikipedia.org/wiki/Shane_(film),George Stevens,George Stevens,"A. B. Guthrie Jr. , label1= Additional dialogue by , data1 = Jack Sher","Shane (novel) (Shane (1949 novel), Jack Schaefer)",Alan Ladd Jean Arthur Van Heflin Brandon deWilde Jack Palance,Victor Young,Loyal Griggs,William Hornbeck Tom McAdoo,,1953-04-23,118 minutes,United States,English,$1.5 million,$9 million (U.S. and Canada rentals),,,https://www.imdb.com/title/tt0046303/,,,,https://www.rottentomatoes.com/m/shane,Webarchive template wayback links | Rotten Tomatoes ID same as Wikidata | 1953 films | Articles containing Japanese-language text | Rotten Tomatoes template using name parameter | 1953 Western (genre) films | American Western (genre) films | English-language Western (genre) films | Revisionist Western (genre) films | Films set in the American frontier | Films based on American Western (genre) novels | Films set in Wyoming | Films shot in Wyoming | Films set in the 1890s | Range wars and feuds of the American Old West | Films directed by George Stevens | Films scored by Victor Young | Films whose cinematographer won the Best Cinematography Academy Award | Films with screenplays by Jack Sher | Films adapted into television shows | Paramount Pictures films | United States National Film Registry films | 1953 English-language films | 1953 American films | Homesteading in popular culture
1953,4,How to Marry a Millionaire,20th Century-Fox,7500000,"$7,500,000",https://en.wikipedia.org/wiki/How_to_Marry_a_Millionaire,https://en.wikipedia.org/wiki/List_of_1953_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1953,ok,How to Marry a Millionaire,How to marry a millionaire 1953 poster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/How_to_marry_a_millionaire_1953_poster.jpg/250px-How_to_marry_a_millionaire_1953_poster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/How_to_marry_a_millionaire_1953_poster.jpg/250px-How_to_marry_a_millionaire_1953_poster.jpg,https://en.wikipedia.org/wiki/How_to_Marry_a_Millionaire,https://en.wikipedia.org/wiki/File:How_to_marry_a_millionaire_1953_poster.jpg,covers/1953_4_how_to_marry_a_millionaire.jpg,2026-05-12T03:39:37,ok,,2026-05-25T14:50:18,How to Marry a Millionaire,How to Marry a Millionaire,https://en.wikipedia.org/wiki/How_to_Marry_a_Millionaire,Jean Negulesco,Nunnally Johnson,Nunnally Johnson,The Greeks Had a Word for It (Zoe Akins) Loco (Dale Eunson Katherine Albert),"Marilyn Monroe Betty Grable Lauren Bacall William Powell David Wayne Rory Calhoun Cameron Mitchell (actor), Cameron Mitchell Alexander D'Arcy, Alex D'Arcy Fred Clark","Cyril J. Mockridge (composer) Alfred Newman (composer), Alfred Newman (direction)",Joseph MacDonald,Louis R. Loeffler,20th Century-Fox,1953-11-05 (United States),95 minutes,United States,English,$1.9 million,$8 million,,,https://www.imdb.com/title/tt0045891/,,,,https://www.rottentomatoes.com/m/how_to_marry_a_millionaire,1953 films | 1953 American films | 1953 romantic comedy films | 1950s buddy comedy films | 1953 English-language films | 1950s female buddy films | 20th Century Fox films | American buddy comedy films | American CinemaScope films | American female buddy films | American films based on plays | American romantic comedy films | English-language buddy comedy films | English-language romantic comedy films | Films about weddings in the United States | Films adapted into television shows | Films based on multiple works | Films directed by Jean Negulesco | Films produced by Nunnally Johnson | Films scored by Cyril J. Mockridge | Films scored by Alfred Newman | Films set in Maine | Films set in New York City | Films shot in Idaho | Films shot in Los Angeles | Films shot in New York City | Films with screenplays by Nunnally Johnson
1953,5,Peter Pan,RKO Radio Pictures,7000000,"$7,000,000",https://en.wikipedia.org/wiki/Peter_Pan_(1953_film),https://en.wikipedia.org/wiki/List_of_1953_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1953,ok,Peter Pan (1953 film),Peter Pan (1953 poster).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Peter_Pan_%281953_poster%29.jpg/250px-Peter_Pan_%281953_poster%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Peter_Pan_%281953_poster%29.jpg/250px-Peter_Pan_%281953_poster%29.jpg,https://en.wikipedia.org/wiki/Peter_Pan_%281953_film%29,https://en.wikipedia.org/wiki/File:Peter_Pan_%281953_poster%29.jpg,covers/1953_5_peter_pan.jpg,2026-05-12T03:39:37,ok,,2026-05-25T14:50:18,Peter Pan (1953 film),Peter Pan (1953 film),https://en.wikipedia.org/wiki/Peter_Pan_(1953_film),Hamilton Luske Clyde Geronimi Wilfred Jackson,Walt Disney,Ted Sears Erdman Penner Bill Peet Winston Hibler Joe Rinaldi Milt Banta Ralph Wright Bill Cottrell,"Peter Pan (play and novel) (Peter Pan, J. M. Barrie)","Bobby Driscoll Kathryn Beaumont Hans Conried Bill Thompson (voice actor), Bill Thompson Heather Angel (actress), Heather Angel Paul Collins (actor), Paul Collins Tommy Luske Candy Candido Tom Conway Roland Dupree Don Barclay (actor), Don Barclay",Oliver Wallace,,Donald Halliday,Walt Disney Productions,1953-02-05,77 minutes,United States,English,$4 million,$87.4 million (United States and Canada),,,https://www.imdb.com/title/tt0046183/trivia,,,,https://www.rottentomatoes.com/m/peter_pan_1953,Rotten Tomatoes ID same as Wikidata | Rotten Tomatoes template using name parameter | Webarchive template wayback links | Wikipedia indefinitely semi-protected pages | 1953 films | Album articles lacking alt text for covers | Vague or ambiguous time from August 2023 | 1950s children's adventure films | 1950s children's fantasy films | 1950s fantasy adventure films | 1953 American animated films | 1953 children's films | 1953 English-language films | 1953 fantasy films | American animated feature films | American children's animated adventure films | American children's animated fantasy films | American fantasy adventure films | American films based on plays | Animated film controversies | Animated films about crocodilians | Animated films about fairies | Animated films about mermaids | Animated films about Native Americans | Animated films based on British novels | Animated films based on children's books | Animated films based on multiple works | Animated films based on plays | Animated films set in London | Animated films set in the 1900s | Articles containing video clips | Disney controversies | English-language fantasy adventure films | Films about child abduction | Films adapted into television shows | Films based on fantasy novels | Films based on Peter Pan | Films directed by Clyde Geronimi | Films directed by Hamilton Luske | Films directed by Wilfred Jackson | Films produced by Walt Disney | Films scored by Oliver Wallace | Films with screenplays by Bill Peet | Films with screenplays by Erdman Penner | Films with screenplays by Joe Rinaldi | Films with screenplays by Milt Banta | Films with screenplays by Ralph Wright | Films with screenplays by Ted Sears | Films with screenplays by William Cottrell | Films with screenplays by Winston Hibler | Native American-related controversies in film | Peter Pan (franchise) | Race-related controversies in animation | Rotoscoped films | Walt Disney Animation Studios films
1953,6,Hans Christian Andersen,RKO Radio Pictures,6000000,"$6,000,000",https://en.wikipedia.org/wiki/Hans_Christian_Andersen_(film),https://en.wikipedia.org/wiki/List_of_1953_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1953,ok,Hans Christian Andersen (film),Hans Christian Andersen FilmPoster.jpeg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Hans_Christian_Andersen_FilmPoster.jpeg/250px-Hans_Christian_Andersen_FilmPoster.jpeg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Hans_Christian_Andersen_FilmPoster.jpeg/250px-Hans_Christian_Andersen_FilmPoster.jpeg,https://en.wikipedia.org/wiki/Hans_Christian_Andersen_%28film%29,https://en.wikipedia.org/wiki/File:Hans_Christian_Andersen_FilmPoster.jpeg,covers/1953_6_hans_christian_andersen.jpg,2026-05-12T03:39:37,ok,,2026-05-25T14:59:12,Hans Christian Andersen (film),Hans Christian Andersen (film),https://en.wikipedia.org/wiki/Hans_Christian_Andersen_(film),Charles Vidor,Samuel Goldwyn,Moss Hart,,Danny Kaye Farley Granger Zizi Jeanmaire,Walter Scharf Frank Loesser,Harry Stradling,Daniel Mandell,Samuel Goldwyn Productions,1952-11-25 (New York) (ref1=),112 minutes,United States,English,$4 million,$6 million (U.S. rentals),,,https://www.imdb.com/title/tt0044685/,,,,http://www.rottentomatoes.com/m/hans_christian_andersen,1952 films | 1952 children's films | 1952 musical films | 1952 American films | 1952 English-language films | 1950s historical musical films | American historical musical films | Biographical films about writers | Cultural depictions of Hans Christian Andersen | Films based on fairy tales | Films directed by Charles Vidor | Films scored by Walter Scharf | Films set in Copenhagen | Films set in the 19th century | Musicals by Frank Loesser | Samuel Goldwyn Productions films | English-language musical films | English-language historical films | Films based on works by Hans Christian Andersen
